1,3.157842,7.575758,3.134846,8.108356
2,3.071968,8.292011,3.058412,9.476584
3,2.998864,9.889807,2.992029,10.679522
4,2.936146,11.551882,2.935234,12.222222
5,2.882511,13.168044,2.886984,14.178145
1,3.946559,0.449954,3.875013,0.716253
2,3.898899,0.523416,3.830383,0.707071
3,3.854633,0.633609,3.788816,0.780533
1,3.930495,9.651056,3.920014,9.871442
2,3.896905,9.632691,3.886853,9.853076
3,3.864546,9.623508,3.854834,9.825528
4,3.833375,9.651056,3.823882,9.797980
5,3.803314,9.660239,3.793965,9.724518
6,3.774287,9.623508,3.765018,9.742883
7,3.746232,9.586777,3.737000,9.669421
8,3.719110,9.623508,3.709887,9.678604
9,3.692855,9.623508,3.683614,9.660239
10,3.667428,9.605142,3.658202,9.660239
11,3.642776,9.605142,3.633610,9.660239
12,3.618884,9.586777,3.609801,9.595960
13,3.595714,9.513315,3.586776,9.430670
14,3.573251,9.393939,3.564517,9.384757
15,3.551461,9.439853,3.543002,9.329660
16,3.530357,9.412305,3.522236,9.302112
17,3.509861,9.421488,3.502186,9.329660
18,3.490044,9.513315,3.482814,9.375574
19,3.470859,9.522498,3.464014,9.494949
20,3.452351,9.559229,3.445679,9.476584
21,3.434575,9.559229,3.427760,9.531680
22,3.417511,9.467401,3.410434,9.531680
23,3.401144,9.412305,3.393766,9.531680
24,3.385466,9.366391,3.377805,9.586777
25,3.370459,9.247016,3.362523,9.485767
26,3.356048,9.155188,3.347887,9.504132
27,3.342191,9.035813,3.333853,9.412305
28,3.328863,9.008264,3.320369,9.384757
29,3.315988,8.999082,3.307395,9.421488
30,3.303541,8.971534,3.294899,9.439853
31,3.291482,9.026630,3.282833,9.494949
32,3.279752,9.035813,3.271174,9.449036
33,3.268358,9.035813,3.259888,9.439853
34,3.257219,9.072544,3.248937,9.476584
35,3.246338,9.035813,3.238300,9.449036
36,3.235705,9.008264,3.227951,9.421488
37,3.225307,9.026630,3.217850,9.375574
38,3.215105,8.980716,3.207984,9.302112
39,3.205115,8.852158,3.198361,9.283747
40,3.195308,8.732782,3.188935,9.228650
41,3.185682,8.686869,3.179700,9.210285
42,3.176240,8.677686,3.170651,9.256198
43,3.166965,8.650138,3.161772,9.210285
44,3.157852,8.631772,3.153064,9.118457
45,3.148903,8.640955,3.144519,9.044995
46,3.140090,8.732782,3.136112,8.953168
47,3.131429,8.842975,3.127847,8.916437
48,3.122898,8.861341,3.119732,8.806244
49,3.114516,8.861341,3.111759,8.769513
50,3.106246,8.879706,3.103892,8.686869
51,3.098120,8.916437,3.096152,8.705234
52,3.090118,9.017447,3.088543,8.659320
53,3.082223,9.035813,3.081045,8.686869
54,3.074441,9.118457,3.073651,8.613407
55,3.066785,9.191919,3.066368,8.613407
56,3.059227,9.283747,3.059203,8.613407
57,3.051779,9.384757,3.052149,8.539945
58,3.044437,9.393939,3.045178,8.494031
59,3.037182,9.449036,3.038315,8.512397
60,3.030030,9.540863,3.031554,8.475666
61,3.022969,9.641873,3.024890,8.374656
62,3.016006,9.651056,3.018315,8.429752
63,3.009135,9.614325,3.011826,8.402204
64,3.002349,9.632691,3.005435,8.457300
65,2.995648,9.660239,2.999122,8.475666
66,2.989022,9.651056,2.992914,8.438935
67,2.982486,9.706152,2.986774,8.475666
68,2.976022,9.715335,2.980729,8.576676
69,2.969650,9.779614,2.974766,8.595041
70,2.963352,9.788797,2.968884,8.686869
71,2.957133,9.788797,2.963076,8.677686
72,2.950983,9.696970,2.957335,8.741965
73,2.944898,9.687787,2.951685,8.797062
74,2.938894,9.632691,2.946107,8.824610
75,2.932957,9.641873,2.940615,8.916437
76,2.927084,9.641873,2.935175,8.962351
77,2.921291,9.742883,2.929808,8.989899
78,2.915563,9.706152,2.924518,8.980716
79,2.909900,9.761249,2.919297,9.044995
80,2.904292,9.871442,2.914133,9.136823
81,2.898768,9.843893,2.909052,9.109275
82,2.893297,9.834711,2.904027,9.191919
83,2.887876,9.889807,2.899068,9.201102
84,2.882543,9.917355,2.894169,9.237833
85,2.877262,9.908173,2.889338,9.228650
86,2.872029,9.889807,2.884559,9.302112
87,2.866880,9.853076,2.879841,9.311295
88,2.861771,9.770432,2.875179,9.283747
89,2.856737,9.761249,2.870586,9.302112
90,2.851752,9.779614,2.866034,9.338843
91,2.846816,9.788797,2.861537,9.430670
92,2.841951,9.816345,2.857110,9.550046
93,2.837134,9.898990,2.852716,9.605142
94,2.832382,9.880624,2.848391,9.632691
95,2.827683,9.972452,2.844117,9.706152
96,2.823023,10.027548,2.839893,9.816345
97,2.818436,10.018365,2.835719,9.880624
98,2.813900,10.082645,2.831591,9.963269
99,2.809412,10.101010,2.827522,9.972452
100,2.804981,10.192837,2.823490,10.036731
