1,2.730304,13.516988,2.583131,15.739210
2,2.479305,17.033976,2.484368,14.444444
3,2.389900,18.246097,2.453993,13.838384
4,2.350636,18.585859,2.450863,14.123049
5,2.330814,19.164371,2.454344,13.893480
6,2.317569,19.761249,2.458451,14.573003
7,2.307080,20.835629,2.465784,14.628099
8,2.296938,21.469238,2.474170,14.545455
9,2.288055,22.369146,2.481083,14.655647
10,2.279675,22.883379,2.489450,14.178145
11,2.271300,23.342516,2.496899,14.123049
12,2.262805,23.792470,2.504694,13.957759
13,2.254093,24.178145,2.511703,14.031221
14,2.245977,24.426079,2.517019,13.902663
15,2.237819,24.591368,2.520423,14.306703
16,2.230328,24.416896,2.526715,13.599633
17,2.223096,24.527089,2.531696,13.351699
18,2.215995,24.912764,2.535390,13.930211
19,2.209497,25.169881,2.543750,13.406795
20,2.202797,25.096419,2.542553,14.003673
21,2.196730,25.344353,2.547397,13.838384
22,2.190333,25.537190,2.549409,14.306703
23,2.184369,25.922865,2.557531,14.701561
24,2.178677,25.812672,2.562499,13.856749
25,2.173016,26.253444,2.564175,14.591368
26,2.167534,26.317723,2.569054,14.104683
27,2.161971,27.162534,2.575585,13.884298
28,2.157397,27.300275,2.579621,13.893480
29,2.152290,27.878788,2.585836,13.875115
30,2.147565,27.869605,2.587775,13.994490
31,2.143084,28.200184,2.592339,14.407713
32,2.138035,28.732782,2.598172,14.462810
33,2.134034,28.732782,2.603504,14.471993
34,2.129214,28.842975,2.610265,14.141414
35,2.124918,28.971534,2.609461,14.242424
36,2.121090,29.228650,2.615840,14.113866
37,2.117475,29.100092,2.618539,14.159780
38,2.113211,29.632691,2.623277,13.911846
39,2.109511,29.595960,2.628552,13.911846
40,2.105008,29.559229,2.629226,13.875115
41,2.101146,29.605142,2.633311,14.012856
42,2.097571,29.742883,2.635100,13.746556
43,2.094136,29.843893,2.639291,14.040404
44,2.091216,29.742883,2.647658,13.774105
45,2.087715,30.110193,2.653095,13.792470
46,2.085758,30.128558,2.654056,13.682277
47,2.083365,30.431589,2.657146,13.645546
48,2.080587,30.376492,2.666084,13.452709
49,2.078570,30.661157,2.668557,13.471074
50,2.076751,30.615243,2.666508,13.737374
51,2.074756,30.413223,2.669788,13.287420
52,2.072566,30.707071,2.672377,13.305785
53,2.071285,30.771350,2.676350,13.562902
54,2.068924,30.881543,2.683495,13.076217
55,2.068140,30.615243,2.687634,13.094582
56,2.066164,30.808081,2.691452,13.223140
57,2.065669,30.532599,2.682874,13.048669
58,2.063877,31.010101,2.693381,12.975207
59,2.062738,30.826446,2.691659,13.250689
60,2.060869,30.798898,2.696404,12.525253
61,2.060057,30.927456,2.702880,13.002755
62,2.058277,31.000918,2.693500,13.232323
63,2.057041,30.844812,2.707081,12.993572
64,2.055936,30.853994,2.697080,12.396694
65,2.055143,30.936639,2.700927,12.828283
66,2.053976,30.964187,2.713864,12.846648
67,2.052179,31.083563,2.708466,12.479339
68,2.051712,30.844812,2.705638,12.433425
69,2.049875,30.936639,2.703254,12.580349
70,2.049113,31.120294,2.714448,12.791552
71,2.048087,30.918274,2.708882,12.525253
72,2.046057,31.046832,2.728084,12.286501
73,2.045354,31.239669,2.721440,12.791552
74,2.044268,31.202938,2.718614,12.378329
75,2.043094,31.046832,2.714466,12.920110
76,2.042090,31.046832,2.720236,12.966024
77,2.040492,31.129477,2.721306,12.681359
78,2.039554,31.340680,2.715118,12.598714
79,2.038651,31.322314,2.719092,13.296602
80,2.037162,31.248852,2.715447,12.956841
81,2.035130,31.404959,2.717385,12.993572
82,2.034774,31.239669,2.724939,13.048669
83,2.032956,31.157025,2.719431,12.938476
84,2.031543,31.634527,2.723099,13.076217
85,2.030262,31.313131,2.737003,12.993572
86,2.027964,31.460055,2.730908,13.507805
87,2.027078,31.120294,2.734763,12.993572
88,2.025264,31.331497,2.737029,13.544536
89,2.023909,31.212121,2.737824,13.443526
90,2.023681,30.936639,2.735096,13.360882
91,2.021696,31.028466,2.743399,13.204775
92,2.021157,31.010101,2.740641,13.801653
93,2.020671,30.881543,2.739974,13.691460
94,2.018971,30.560147,2.738874,13.599633
95,2.017535,30.642792,2.735695,13.810836
96,2.016145,30.973370,2.740479,13.480257
97,2.015684,30.798898,2.738509,13.875115
98,2.013597,30.743802,2.737656,13.581267
99,2.012515,30.440771,2.747725,14.306703
100,2.011038,30.569330,2.734741,13.810836
