1,2.306020,22.231405,2.470942,14.848485
2,2.119683,28.558310,2.520713,14.343434
3,2.051970,29.963269,2.629241,15.179063
4,2.012511,30.918274,2.657012,15.142332
5,1.986940,32.846648,2.696056,13.480257
6,1.975196,33.406795,2.732164,14.086318
7,1.959805,34.481175,2.757015,15.096419
8,1.951036,33.342516,2.803041,15.573921
9,1.938292,33.911846,2.878996,14.343434
10,1.925548,34.958678,2.887936,15.142332
1,2.438809,19.081726,2.464619,15.105601
2,2.231948,23.443526,2.519764,14.977043
3,2.183329,23.994490,2.534123,14.820937
1,2.381750,20.642792,2.505285,14.224059
2,2.168173,25.390266,2.537534,14.674013
3,2.126259,26.244261,2.599560,14.049587
4,2.106748,26.951331,2.611571,15.105601
5,2.098727,27.483930,2.660023,14.462810
6,2.084970,27.933884,2.676468,15.307622
7,2.086739,27.768595,2.637521,14.618916
8,2.079458,27.768595,2.650729,14.490358
9,2.072103,28.089991,2.648048,15.831038
10,2.069073,27.667585,2.695734,13.213958
11,2.057457,27.603306,2.687701,13.241506
12,2.056516,28.089991,2.639505,14.839302
13,2.050298,27.786961,2.578194,16.382002
14,2.050596,27.786961,2.665389,15.298439
15,2.046531,27.502296,2.611780,15.509642
16,2.040921,28.154270,2.658239,14.334252
17,2.035012,28.089991,2.670807,14.389348
18,2.031657,28.209366,2.655208,14.517906
19,2.028188,28.365473,2.669480,14.958678
20,2.025131,28.668503,2.723005,15.794307
21,2.023853,28.696051,2.705698,15.977961
22,2.024946,29.090909,2.669234,16.290174
23,2.024009,29.256198,2.714979,14.132231
24,2.017768,29.100092,2.709134,15.573921
25,2.013968,29.311295,2.723087,15.638200
26,2.017334,29.044995,2.688907,14.471993
27,2.014251,29.485767,2.713524,17.704316
28,2.014043,29.550046,2.679263,15.702479
29,2.010651,29.274564,2.695797,15.399449
30,2.012114,28.989899,2.702482,15.224977
31,2.016875,29.164371,2.703059,15.720845
32,2.009042,29.917355,2.752472,14.866850
33,2.012039,29.660239,2.699931,16.703398
34,2.011079,29.118457,2.693685,15.463728
35,2.008393,29.595960,2.740505,14.297521
36,2.009382,29.182736,2.731405,15.399449
37,2.010177,29.669421,2.697125,16.492195
38,2.006390,29.724518,2.859105,12.947658
39,2.009037,29.384757,2.697578,16.051423
40,2.002046,29.531680,2.730111,15.537190
11,2.406137,21.046832,2.419243,18.448118
12,2.196638,26.014692,2.460351,19.191919
13,2.116567,29.338843,2.559636,17.263545
14,2.084816,29.779614,2.581543,16.134068
15,2.069475,29.917355,2.612725,16.382002
16,2.058325,29.752066,2.623234,17.180900
17,2.054596,30.156107,2.685349,16.280992
18,2.048882,30.293848,2.645842,17.695133
19,2.041890,30.762167,2.724455,15.730028
20,2.041647,30.146924,2.709447,16.189164
21,2.039432,30.771350,2.723875,16.400367
22,2.033981,30.238751,2.707181,16.189164
23,2.030670,30.413223,2.702102,16.850321
24,2.025657,30.560147,2.726439,15.922865
25,2.023517,30.091827,2.800487,15.316804
26,2.021691,30.909091,2.787688,13.535354
27,2.017658,30.587695,2.749045,15.996327
28,2.018467,30.651974,2.753590,14.784206
29,2.014034,30.808081,2.790131,15.482094
30,2.014686,30.633609,2.788052,13.783287
31,2.017372,30.771350,2.787475,15.711662
32,2.008177,31.359045,2.777786,15.702479
33,2.010059,30.697888,2.778955,16.492195
34,2.004651,31.028466,2.828219,14.251607
35,2.007841,31.083563,2.824345,16.483012
36,2.004099,31.423324,2.822911,14.389348
37,2.004911,31.836547,2.817970,14.664830
38,1.999239,31.772268,2.817640,15.601469
39,1.998967,31.092746,2.848632,13.471074
40,1.997734,31.340680,2.835245,14.628099
